#Table1
RA DEC zGAL mag_r mag_g mag_z R50_r
180.25695 23.733746 0.03688746 16.77575 17.07398 16.40258 4.217628
184.62323 35.622239 0.03489653 14.57137 15.23088 14.00251 4.576077
184.587 35.608637 0.03472688 16.54659 17.27437 15.93969 1.340813
196.86229 34.988705 0.03620497 16.73687 17.18799 16.38698 3.62938
197.06468 34.876865 0.03661485 17.51361 17.8179 17.3977 2.092148
197.10412 34.889696 0.03663441 17.25945 17.40163 17.29463 2.650169
197.40187 34.87153 0.03538997 14.48264 15.19526 13.81146 4.918909
197.53383 34.905472 0.03560662 15.91104 16.27665 15.69178 5.58636
197.55758 34.980945 0.03593564 17.56734 17.96069 17.21648 1.481733
197.66433 34.847762 0.0355689 15.2292 16.1255 14.59889 3.856063
197.67351 34.817171 0.03672955 17.45026 17.77903 17.38268 3.654658
184.28689 19.017609 0.03579002 17.83153 18.28405 17.71156 2.892275
187.40856 19.018421 0.03497659 16.67743 17.00099 16.36932 2.57647
198.98251 34.819747 0.03578693 17.69559 18.06658 17.22326 2.671713
202.01911 34.311549 0.03597641 14.50351 15.05324 13.90954 9.014831
183.60031 35.878406 0.03518255 16.4943 17.29122 15.80399 1.592884
199.64051 19.380054 0.03583485 16.8885 17.23757 16.55332 3.60409
209.92027 18.09977 0.03686059 15.74317 16.1358 15.91011 8.55717
193.89589 35.614574 0.03437896 17.09839 17.53043 16.58869 3.463031
196.91205 35.411582 0.0369409 15.62711 16.53631 14.78127 4.44004
205.62385 34.217646 0.03479023 15.99508 16.44536 15.55645 3.899092
209.35177 30.929743 0.03697574 21.85415 21.51058 20.94067 0.8176471
191.36223 31.422004 0.03679335 16.68035 17.59919 16.12037 2.53318
202.74986 30.313763 0.03672381 15.72637 16.59152 15.01429 2.159636
202.71322 30.333931 0.03614538 17.63221 17.90482 17.32978 1.970093
204.88896 29.997083 0.03445815 14.62565 15.39173 14.02942 7.564743
206.25248 29.815503 0.0366215 16.27424 17.05397 15.62376 1.758557
207.3449 29.59316 0.03530216 15.04534 15.82974 14.40225 4.368969
207.74176 29.436933 0.0350184 15.0856 15.90292 14.40375 2.167645
207.91519 29.470036 0.03502073 16.43385 17.23403 15.7319 2.632276
207.81308 29.468626 0.03520647 17.2786 17.90338 16.86287 4.251001
207.76621 29.431868 0.0362092 16.9742 17.44038 16.58205 5.223354
207.92821 29.331945 0.03493977 14.12541 14.97974 13.3948 5.11617
207.95219 29.503117 0.03566634 17.10475 17.63995 16.60696 2.758997
180.13873 31.891016 0.03522594 17.68039 18.11002 17.20309 1.704804
184.56394 13.749151 0.000807629 15.33745 15.90496 15.29131 9.016098
184.36064 13.73703 0.004641557 18.39941 19.01484 18.13225 3.383606
184.23337 13.625419 -0.0005524749 13.67762 14.27031 13.21445 7.630898
184.06079 13.586596 -0.0005278394 16.62 17.12261 16.53264 6.971204
183.89889 13.619724 0.007337185 16.24824 16.1741 18.41352 6.410315
183.28924 13.584419 0.00697305 17.7893 18.05607 18.23551 4.191825
182.35398 13.574442 0.006538424 15.09513 15.65593 14.62917 5.568627
182.08472 13.683926 0.007541243 14.85594 15.48719 14.38693 5.894161
184.85785 13.3109 0.00100537 21.24515 22.1315 21.94856 1.172471
183.04915 13.246516 0.006231295 13.27445 13.95837 12.84849 17.27002
183.07195 13.205201 0.007582336 11.38266 12.20338 10.67488 16.91941
182.94142 13.285531 0.008237001 17.60505 18.3361 17.05165 3.158668
205.86246 43.18855 0.008370607 16.55181 16.78971 16.70038 3.921081
207.56641 42.027015 0.007290045 16.76625 17.11729 16.59135 5.578376
206.14473 42.169504 0.008980144 15.44695 15.89595 15.17938 7.463689
204.9097 42.54579 0.008822342 17.42973 17.7985 17.17949 2.3635
208.86453 41.138925 0.007440819 16.58871 17.31656 16.6038 6.103494
208.71102 41.314784 0.00692909 15.54515 15.77891 17.96425 16.19275
208.72216 41.313509 0.007285828 12.6859 13.33317 12.33779 15.16461
208.72216 41.313509 0.007198145 12.6859 13.33317 12.33779 15.16461
208.41859 41.252158 0.009370967 16.61969 17.21287 16.2416 4.027004
207.25021 41.63285 0.008300343 17.36772 17.5667 17.19683 2.819935
207.18819 41.709794 0.008899105 14.60046 15.30881 13.97981 5.838984
206.32977 41.71244 0.008502582 11.74372 12.5953 10.89112 20.67052
200.35502 42.730302 0.01065664 16.36634 16.88226 16.26621 9.863789
199.17257 43.0077 0.01137726 16.30424 16.60754 16.12722 3.76249
199.13725 43.033333 0.01126099 17.53623 17.69324 26.30976 3.734696
207.64952 42.541533 0.00441516 13.41952 14.16559 12.71694 7.192307
205.12426 42.99269 0.009568594 14.51408 15.32222 13.83901 9.00853
204.8998 43.05278 0.01178774 14.41376 14.95389 13.9018 3.704093
209.28628 41.846584 0.008037759 21.68895 21.59801 22.68199 0.7611681
201.76099 42.780344 0.004256926 15.66575 15.97228 15.9283 6.959357
201.6524 42.764331 0.004102931 14.82646 15.2987 15.20489 13.78024
200.1858 43.060417 0.004375027 15.69212 16.17459 15.55133 9.324967
199.34404 43.031962 0.01112003 15.68573 16.09151 15.48111 5.58673
191.38434 13.33332 0.003293929 19.5505 19.98962 19.21901 0.8443623
191.38343 13.332586 0.003197926 20.34531 20.8879 19.99757 0.6903638
187.46806 13.427464 0.007645361 12.14845 12.90344 11.70973 34.15911
187.42762 13.428297 0.007574426 20.21982 21.3065 19.80787 1.17575
184.20745 13.504116 -0.0002704322 17.4744 17.75509 17.45503 4.5352
183.81913 13.473052 0.001206742 15.03954 15.53874 14.53244 9.935808
183.81723 13.475104 0.001311718 19.44725 19.83564 19.12621 0.8490942
183.58277 13.451793 0.00814406 17.06687 17.66884 16.59685 6.302578
183.44695 13.424804 0.007017876 12.83945 13.49033 12.2962 16.07337
183.30704 13.522785 0.007215925 16.02017 16.43208 15.72222 2.712096
183.20467 13.347152 0.007838962 16.05459 16.74799 15.55476 6.239646
182.72734 15.946321 0.00714269 16.60141 16.93459 16.97412 7.529418
182.65628 16.032919 0.007174649 12.20402 12.80208 11.65958 13.04116
188.71192 15.551472 0.004248241 12.06683 12.72894 11.6903 19.76269
188.13919 15.41539 0.001429612 14.06796 14.73991 13.50671 6.34031
186.76058 15.461483 0.00517429 11.5934 12.26754 11.1237 21.10733
185.63067 15.537664 0.0005264314 11.70991 12.35187 11.24517 28.74278
182.13242 15.096236 0.001979417 17.53634 17.60124 27.08333 8.750998
188.2814 14.574945 0.003142768 12.78628 13.44592 12.19118 13.47501
186.74649 14.782349 0.006256429 16.91352 17.35079 17.42602 7.981104
185.58137 14.76078 0.003277087 13.66685 14.33728 13.10878 14.29028
185.424 14.62149 0.003371411 13.74759 14.80796 15.34147 29.26741
185.427 14.598308 0.003662734 18.55054 20.07827 16.96858 0.8162158
185.38653 14.606167 0.003751155 16.70006 17.36524 15.94012 1.002419
185.18323 14.631181 0.001996391 16.58279 16.94316 16.3348 6.103792
184.08594 14.773922 0.001763001 17.52494 17.93089 17.39054 4.390242
183.35955 14.772018 0.006917004 15.23495 15.88859 16.6336 13.72701
182.67038 14.646599 0.00832375 23.15322 23.48483 22.19526 0.7729738
180.96056 14.550097 0.002989913 16.20174 16.43918 17.31128 13.22009
189.23491 14.217348 0.001106993 11.82101 12.48274 11.45 33.24373
189.23491 14.217348 0.001089146 11.82101 12.48274 11.45 33.24373
188.18415 14.196193 0.006304035 13.59113 14.24654 13.13765 13.6822
209.58929 25.566563 0.00864801 18.28187 18.24046 21.09189 5.51352
209.59904 25.549863 0.008680613 15.01779 15.31373 14.88126 6.318607
209.33793 26.207574 0.007978302 17.64134 17.98587 17.33249 2.616416
209.73051 21.988498 0.009502061 15.14707 15.60051 14.9976 10.52245
181.30323 28.781887 0.01051833 14.19748 14.66701 13.95364 14.08439
185.80831 28.893759 0.001929293 18.95731 19.73716 18.4732 1.023046
180.63336 29.243864 0.01144979 16.50856 16.72829 16.67019 9.087712
182.19704 29.304781 0.01237441 13.05395 13.82404 12.42044 4.927166
182.18503 29.267946 0.01204378 17.04803 17.45061 16.68782 7.632329
183.08575 29.210266 0.00376619 13.16676 13.53229 13.105 32.20068
183.08925 29.206944 0.003782785 21.50032 22.33452 21.04176 0.6261378
184.40326 29.608028 0.002898791 11.16376 11.94852 10.63936 21.18066
185.33377 29.715475 0.003031634 15.15666 15.81202 15.16788 11.48332
180.45219 29.955406 0.01035091 16.04289 16.36298 15.96971 7.16366
181.81479 30.080661 0.012381 15.63732 16.08651 15.4129 3.950769
181.81501 30.079683 0.0122617 20.8679 21.12142 20.71612 0.571979
185.48689 30.074356 0.002123489 13.28847 13.99503 12.69632 6.955189
185.58112 30.061523 0.002345654 14.8375 15.46001 14.98696 12.07895
197.40374 31.676127 0.007202977 17.16862 17.48441 17.61928 3.183856
184.2344 30.551704 0.00383067 17.76037 17.97433 17.58865 6.082277
185.84046 30.562071 0.002245801 16.57728 16.75733 16.39903 6.20586
180.26589 30.844559 0.01035522 15.4583 15.93896 15.13194 8.898936
180.06626 31.221578 0.002127794 19.32285 19.54962 19.32906 1.071705
180.06736 31.225069 0.002035671 14.32165 14.65678 14.08842 9.73769
204.25448 31.766508 0.01001468 14.90539 15.37253 14.34069 15.76284
184.21421 29.054756 0.003674154 16.26749 16.97467 16.06773 9.474301
185.07248 29.102532 0.002402581 16.01522 16.73937 16.09479 9.724482
180.44262 29.382786 0.01107673 16.98611 17.32263 16.77557 6.710421
180.60503 29.470337 0.01122936 14.89442 15.31815 14.68475 6.714155
180.76545 29.448334 0.01148661 17.34734 17.62045 17.10373 1.868844
180.83978 29.419808 0.01194008 14.25496 14.70762 13.92445 12.31934
182.51161 29.462853 -4.447559E-05 15.4717 16.08772 15.12283 0.6969971
180.06644 29.901309 0.01013433 17.10795 17.43388 16.75578 2.97287
180.51312 29.847986 0.01023508 14.04659 14.40036 13.73427 9.236813
180.59382 29.86177 0.01041761 13.46745 14.06862 12.8797 8.646465
181.92995 29.856052 0.01220589 15.91927 16.25051 15.89968 10.0688
183.34697 29.921806 0.0004433227 14.83509 15.19766 14.65258 10.85357
183.45158 29.958796 0.0007500025 16.80717 17.24949 16.78756 5.332081
185.63398 29.896669 0.003346791 19.09053 19.53617 19.18948 0.5796539
194.45809 29.654193 0.008420297 14.54807 14.89285 14.18661 10.99212
182.64411 30.393887 0.0009689109 20.2454 20.8932 19.86196 0.8196754
188.45811 30.280134 0.004035024 21.29751 21.24415 20.93742 0.63858
188.45135 30.273313 0.004287785 21.76139 21.65385 21.84765 0.6966353
184.28065 30.643346 0.002621553 14.76198 15.38524 14.20777 5.580395
184.91014 31.214982 0.004506525 17.77209 18.11298 17.55454 4.416704
199.91399 30.256574 0.007167541 18.50172 18.99925 17.95593 0.7413207
180.74238 31.927836 0.03485717 16.61778 16.83798 16.34557 2.352055
200.67864 31.012929 0.03658434 17.67721 17.96303 17.44384 4.365731
205.78681 30.337736 0.03474038 13.59982 14.28839 12.97855 10.65272
205.64878 30.191967 0.03465024 16.6057 16.99936 16.43016 7.056505
201.37494 16.156131 0.03681836 16.684 17.32999 16.00532 1.652599
205.65152 30.19156 0.03439803 21.73755 21.64742 21.75158 0.7061588
209.21545 29.593654 0.03469822 15.98434 16.5415 15.47851 4.184004
199.66755 31.542924 0.03592788 14.68516 15.65759 13.85983 6.127116
199.67559 31.537466 0.03661101 16.7156 17.54489 16.06788 1.077894
199.71727 31.634252 0.03614542 16.13346 16.50353 15.90761 5.123229
199.71509 31.632629 0.03580146 21.61488 21.57434 22.21602 0.6871562
199.80331 31.603401 0.03671596 16.65099 17.16155 16.16425 5.69796
205.24973 30.667061 0.03559928 17.1191 17.46331 16.83614 6.798625
205.68024 30.727671 0.03570328 16.62848 17.06362 16.55766 5.642743
199.70968 31.966225 0.03591669 16.39155 17.21456 15.59972 2.216245
203.79826 31.380101 0.0350206 17.53801 18.17312 17.18879 2.134802
195.92844 32.806814 0.03680538 17.21776 17.83131 16.60916 1.581293
205.18528 31.672785 0.03610217 15.62655 16.36409 14.92403 4.255137
199.07428 32.872111 0.03552733 15.95674 16.72203 15.32234 1.851488
199.50574 32.765365 0.03641178 15.01169 15.83746 14.27184 4.58159
199.53093 32.815286 0.0368631 17.22016 17.9277 16.63444 1.613205
199.70791 32.803966 0.03598576 16.81739 17.13024 16.6537 3.376149
205.68405 31.881415 0.03580376 17.05156 17.10595 16.80275 2.168553
199.67245 30.536678 0.03553166 16.5468 17.32567 15.87013 1.846341
200.3058 30.47806 0.03660069 17.14075 17.93779 16.46726 2.059096
206.8071 29.505077 0.03447318 14.80763 15.50269 14.2191 6.403123
207.98704 29.312393 0.03553626 15.58737 16.11614 14.98566 6.390495
208.18052 29.560655 0.03643841 17.63108 17.84767 17.52563 1.926862
180.99419 32.067968 0.03516509 15.15181 15.93587 14.46239 3.190047
181.46281 32.074979 0.03526634 16.61587 17.06085 16.5218 7.662371
192.82771 31.935483 0.03692342 16.88174 17.32749 16.77007 3.411772
205.10221 30.656791 0.03666642 17.73793 18.44049 17.15483 1.987599
203.09633 33.097517 0.03471021 14.80917 15.60757 14.12089 4.539902
202.49355 33.149832 0.03543375 16.3447 16.84371 15.71077 3.675874
202.21066 33.342569 0.03558171 16.87868 17.29277 16.39978 2.766386
201.87544 33.392148 0.03584259 15.2185 16.019 14.48898 3.161604
201.63323 33.266797 0.03540673 17.47785 18.19818 16.88198 1.517488
206.1626 30.318776 0.03488283 14.09354 14.9023 13.37206 6.740492
206.14661 30.314569 0.03509256 16.55494 17.30413 16.10395 4.370994
207.85472 30.004662 0.03626408 16.99358 17.4398 16.71225 3.983826
199.93389 32.09808 0.03627803 14.98607 15.50768 14.66228 7.269009
199.96505 32.102093 0.03625889 16.75022 17.21434 16.29554 2.432652
204.8788 31.437524 0.03600311 15.89464 16.41904 15.40776 5.214914
204.85777 31.40762 0.03608469 15.54522 16.31278 14.96503 3.9676
204.88263 31.44942 0.03628237 17.62683 18.15402 17.00163 2.646703
205.0896 31.383183 0.03539858 14.74779 15.49017 14.22169 9.758571
206.95144 31.113588 0.03561675 17.71755 18.31091 17.26572 2.836862
199.41703 32.662238 0.03663557 17.15767 17.51705 16.79752 4.2907
200.28718 32.553388 0.0345146 15.76921 16.43105 16.55826 8.769552
201.47587 32.283213 0.03678767 17.54721 18.29082 16.95772 2.28251
203.11361 32.232713 0.03565241 17.0857 17.64064 16.59791 3.362769
203.6732 32.025571 0.03617708 14.98634 15.69343 14.53316 6.320935
206.93426 31.449042 0.03550454 17.55056 17.90493 17.2284 2.197573
206.90895 31.518991 0.03597325 16.50749 17.24496 15.65027 5.237929
197.23489 28.402621 0.03457015 16.57031 17.31221 15.78523 4.027715
197.23489 28.402621 0.03457418 16.57031 17.31221 15.78523 4.027715
204.65207 27.675052 0.03655326 16.24879 16.65988 15.7305 5.41844
205.62357 27.468949 0.0363837 16.43686 16.93155 15.98583 3.592355
208.52782 26.989276 0.03465285 17.0774 17.95245 16.28581 1.696245
199.48653 28.711624 0.03460871 17.31189 17.75968 16.9809 1.898512
199.55037 28.750644 0.0350666 16.67275 16.7314 16.64559 4.113712
199.58415 28.618869 0.03499179 14.83371 15.63147 14.09659 3.709467
204.8227 28.034982 0.0366612 15.24004 15.82244 14.61209 4.771272
204.88504 27.92868 0.03652652 14.66697 15.44075 14.01366 2.151919
198.75786 29.180304 0.03484439 15.01119 15.77326 14.33247 4.389494
198.75786 29.180304 0.03484451 15.01119 15.77326 14.33247 4.389494
198.86354 29.074165 0.03508259 14.68602 15.52353 14.02357 3.44918
198.86354 29.074165 0.03507798 14.68602 15.52353 14.02357 3.44918
198.88513 29.089007 0.03479088 17.58879 18.02655 17.296 3.636811
199.54836 29.171319 0.03528281 17.21166 17.59882 16.76316 3.341732
209.7271 35.255562 0.03495745 14.34022 15.12897 13.72246 4.397369
208.87214 35.00711 0.03475503 16.8736 17.29915 16.42628 3.277863
208.84375 35.034034 0.03488902 15.83189 16.45797 15.24362 3.367754
202.45645 29.114214 0.03663669 17.13518 17.81789 16.64776 2.192733
209.91395 28.061225 0.03644953 14.83025 15.34589 14.36282 8.755192
209.91109 28.067493 0.03691946 22.31546 21.98354 21.87601 0.654904
197.51147 30.043379 0.03518702 15.15459 15.95151 14.49869 3.129586
197.51147 30.043379 0.03518453 15.15459 15.95151 14.49869 3.129586
198.53057 30.015056 0.03514812 15.26727 15.99113 14.61876 2.746651
198.53057 30.015056 0.03514955 15.26727 15.99113 14.61876 2.746651
198.57379 30.070798 0.03517773 16.98334 17.64081 16.27365 3.158121
198.57379 30.070798 0.03520347 16.98334 17.64081 16.27365 3.158121
186.16675 38.597412 0.03568286 16.06509 16.83952 15.39723 1.833094
208.71282 28.58217 0.03438746 16.84717 17.44295 16.29458 1.397373
195.46678 37.749907 0.03547424 16.36531 16.84401 15.98628 4.285733
195.45597 37.880174 0.03525518 16.72028 17.10183 16.34602 2.416682
195.37979 37.804146 0.0348092 17.17295 17.65693 16.73025 2.589982
194.97518 37.859113 0.03464498 15.24593 15.9754 14.57435 4.118062
208.88357 28.647867 0.03458487 15.02108 15.85851 14.31485 2.506446
208.78419 28.503934 0.03525779 15.13266 15.70304 14.57353 3.757003
209.05777 28.556136 0.03513996 16.641 17.41362 16.08076 2.063495
209.08018 28.53637 0.03466372 13.9993 14.88205 13.28407 4.847003
190.30387 37.63932 0.03553373 15.90252 16.33843 15.5122 3.931245
208.98712 28.47768 0.03499256 16.10612 16.73316 15.56187 4.163595
209.17762 28.502898 0.03654862 14.58977 15.4471 13.84723 3.380895
209.13457 28.522088 0.0358087 15.253 15.78262 14.77585 4.80744
209.33521 28.574659 0.03495222 16.18781 16.68986 15.75966 3.553323
209.91904 28.368469 0.03659026 17.10502 17.49604 16.78335 3.524595
199.4709 30.387754 0.03598179 17.70668 18.12653 16.92453 4.755728
205.32352 29.534602 0.03679545 16.97538 17.28142 16.49878 5.955564
206.87649 29.436094 0.03650437 17.70957 18.03273 17.49337 3.746832
207.6816 29.123577 0.0369294 15.43749 16.11047 14.85056 4.260631
207.75497 29.284796 0.03583765 17.30361 17.80557 16.79435 1.703787
207.95289 29.265544 0.03682726 17.50924 17.71339 17.32786 3.248151
207.95342 29.126872 0.03551214 16.63702 17.17542 16.43491 4.193981
204.91204 27.404587 0.03505806 14.61524 15.48211 14.0122 5.416917
204.90901 27.381065 0.03507243 16.89521 17.2907 16.89788 4.686673
206.38383 36.069034 0.03450924 17.2943 17.76422 17.392 4.794842
205.77661 36.288904 0.03446276 15.70578 16.4999 15.04893 1.928849
204.96198 27.351037 0.03617544 17.31378 17.81985 17.10368 3.578384
185.00315 38.033542 0.03558585 16.3113 17.09685 15.67464 1.833461
209.63679 35.096218 0.03459061 17.34933 17.65672 17.08312 3.709275
209.67373 35.090172 0.03530181 19.87266 20.1771 19.88101 0.7118274
202.07957 30.019372 0.008089473 23.99367 23.70602 22.64538 0.4990123
182.52081 26.280425 0.008869958 17.18484 17.58037 17.56217 5.153671
191.54482 26.250229 0.00630545 16.26104 16.37838 16.29191 4.613776
192.93472 26.112151 0.004081972 16.18107 16.68819 17.23934 10.92374
199.04404 25.673125 0.003297776 15.49456 15.59981 16.30471 14.54098
181.26777 26.753387 0.01037447 16.88288 17.16656 17.13594 5.758116
186.32767 26.715998 0.001016829 20.27647 20.38471 20.66637 0.8411942
187.02306 26.672867 0.002648293 15.82751 16.26101 15.5112 4.049379
194.78432 26.377734 0.003373488 16.87822 17.24343 16.97268 5.909322
194.78432 26.377734 0.003383016 16.87822 17.24343 16.97268 5.909322
181.80616 27.066685 0.009069555 17.71023 18.18395 20.74327 6.136294
181.80616 27.066685 0.009090516 17.71023 18.18395 20.74327 6.136294
188.83774 27.562116 0.004036911 16.67986 17.28699 17.05653 5.924972
188.8387 27.563529 0.004024875 16.53405 16.62475 16.75695 2.929235
190.20705 27.564039 0.003727985 16.54256 16.88614 17.06183 5.645874
180.79645 28.310768 0.01195225 16.51714 16.82141 16.25097 2.697436
185.37161 28.369003 0.008582911 16.21774 16.25334 16.07575 3.773029
199.69468 27.732257 0.008126963 15.34681 15.67177 15.49565 10.62102
180.06285 26.495486 0.0118529 16.27635 16.67271 16.06411 4.1814
180.82185 26.578098 0.01091318 16.58678 16.92329 16.31946 5.827846
181.21595 26.992524 0.001833296 13.16071 13.67343 12.77179 14.57751
183.52464 27.901519 0.008632692 20.63764 20.81034 20.06084 1.608051
199.93358 26.091632 0.006488797 16.99286 17.41706 16.71989 3.214113
186.59832 27.745693 0.00122479 16.24464 16.71006 16.2943 7.132958
181.3188 28.225066 0.01182216 15.99192 16.48715 15.6628 8.177599
181.39275 28.232342 0.001782081 15.92695 16.47931 15.89835 11.10424
184.42861 28.201823 0.008492004 15.96186 15.92105 22.51414 11.60697
184.84902 28.309951 0.00845661 13.75476 14.32623 13.2247 6.835289
196.44819 27.734134 0.008435146 13.09066 13.50199 12.84869 12.3016
198.41406 36.551983 0.002528091 16.05618 16.06313 27.59205 19.9128
190.56733 38.494411 0.001116994 17.1111 16.94373 18.50804 2.854714
184.31094 28.604012 0.00403452 17.52452 17.71251 17.01192 3.910203
184.98537 28.555339 0.008578404 16.06036 16.26538 15.95372 2.619432
