#Table1
RA DEC zGAL mag_r mag_g mag_z R50_r
187.50637 25.488184 0 17.57336 18.10471 17.05756 2.190922
194.09026 24.922752 0 18.51405 20.24615 17.34518 1.852958
191.54939 24.901838 0 18.81937 18.9526 18.68377 0.6726153
183.58844 25.194162 0 17.71259 18.74432 17.04212 1.699584
188.82824 24.743446 0 17.68865 18.65636 16.95815 1.990806
201.1263 23.330652 0 19.33631 19.65087 19.16002 0.5835331
200.96116 23.335074 0 17.55022 17.95386 17.34403 0.5923023
202.05997 22.961929 0 15.92972 16.34474 15.7769 0.5733237
209.31398 21.544111 0 16.31698 16.95219 15.80262 4.368472
209.23488 21.670207 0 17.86939 19.03805 17.06142 2.072311
209.20207 21.741539 0 17.51316 18.11091 16.92845 1.597759
192.51463 23.223991 0 17.33939 18.26745 16.67605 1.724027
188.43876 23.491932 0 16.19013 16.72366 15.90813 0.6527135
181.53478 23.445613 0 20.46702 21.35373 19.23812 1.772534
180.00795 22.424562 0 18.33332 18.58581 18.16253 0.7368535
207.96799 20.504193 0 19.03266 19.22831 19.19324 0.6708685
201.56041 21.367424 0 18.41877 18.5572 18.50148 0.5970122
189.64841 22.019346 0 17.15275 17.81387 16.49191 2.223607
206.50049 20.353388 0 17.11868 18.14335 16.28432 1.80916
206.46032 20.280275 0 17.37003 17.62588 16.96895 2.758996
206.55097 20.2591 0 15.81032 16.73127 15.11184 2.614008
206.42971 20.360391 0 19.19887 19.27184 18.99291 0.650282
189.74642 21.787922 0 17.73656 18.60009 16.99941 1.805508
184.9299 21.777432 0 17.65647 18.44893 17.12954 2.287624
184.87795 21.836682 0 17.18456 17.84255 16.6281 3.376562
181.83814 23.133173 0 20.20707 22.86121 18.6458 2.177408
181.44486 23.272349 0 20.43675 21.82334 18.74458 1.071107
208.024 20.853444 0 17.46656 18.05454 16.89417 2.54671
207.98937 20.694793 0 17.15895 18.10631 16.38195 1.243394
199.24238 21.782402 0 17.44422 18.25891 16.78307 1.8392
192.09929 22.227865 0 15.56267 16.38931 14.87518 2.618354
186.93052 22.320625 0 17.82943 19.00268 17.20814 2.065287
182.84455 22.296044 0 21.02639 23.113 19.07516 0.4900227
199.30478 21.381524 0 19.07126 19.36034 19.00597 0.5246883
182.82885 22.05818 0 18.71045 18.72874 18.813 0.5265601
181.07853 21.846533 0 17.12128 18.10354 16.35645 1.91522
195.13226 21.201929 0 17.38828 17.97095 16.92759 3.360073
195.05839 21.254537 0 16.56856 17.18925 15.93021 2.37499
194.59707 25.380296 0 17.72615 18.1722 17.13908 3.877951
194.55765 25.492576 0 19.21153 19.14984 19.28354 0.5606883
193.98763 25.454777 0 20.69108 20.74853 20.097 0.5092822
197.25302 24.87022 0 17.41182 17.71515 17.019 2.173246
193.94268 25.119925 0 19.34019 20.92698 18.16827 1.14087
204.18386 23.593155 0 16.69594 17.36279 16.15477 3.184259
191.61392 24.686486 0 17.31903 17.87362 16.78767 1.931276
186.55934 24.891736 0 17.66437 18.58019 17.10594 3.327453
186.53522 24.963554 0 17.10576 17.98212 16.37347 2.682331
186.53226 24.942323 0 15.9696 16.55981 15.44188 4.703587
184.44101 24.840085 0 16.68571 17.56286 15.99563 1.565635
201.67809 23.500098 0 16.40674 16.81326 15.98198 4.122369
196.70586 24.111199 0 17.49409 18.1412 16.75603 3.434599
206.74977 22.442212 0 17.69546 18.27224 17.23472 2.895042
201.3793 23.172259 0 16.6587 17.20511 16.30451 0.5973959
191.83843 23.959248 0 18.67079 18.88225 18.67471 0.537595
186.88596 24.088992 0 16.97311 17.70273 16.33641 2.622242
195.25557 27.520435 0 17.43932 18.11909 16.84199 1.917769
199.36927 26.685031 0 17.76615 18.35896 17.22355 1.424837
192.03113 27.192433 0 17.12655 17.51829 16.95648 6.453661
192.01065 27.289488 0 16.61383 17.29241 16.15452 4.567297
186.64549 27.047839 0 17.4051 18.51997 16.68596 1.432468
186.59305 26.960206 0 17.16925 18.03736 16.48378 1.440289
183.29843 26.981327 0 17.59189 18.34165 17.09128 1.891216
204.84095 26.147636 0 15.86076 16.35064 15.45854 6.234145
192.09488 27.331556 0 17.6585 18.28953 17.16169 2.032684
191.35982 27.499014 0 17.78079 18.35321 17.33814 1.210162
182.9234 27.544814 0 17.46479 18.82971 15.84366 0.8236602
203.73378 25.992218 0 19.24657 20.93429 18.20491 0.6065969
197.19631 26.695309 0 19.09664 19.2249 18.79362 0.583747
195.03967 26.843625 0 17.66647 18.33055 17.279 3.77633
188.17963 27.141254 0 20.88304 22.00721 17.93242 0.7289488
187.5366 27.119708 0 17.35624 17.85868 16.82451 1.273768
194.19225 30.077499 0 18.64528 19.09418 18.31279 0.6588671
193.49901 29.97007 0 17.75806 18.15929 17.57626 0.7245361
187.12027 30.302746 0 17.59822 18.42523 16.97925 1.457952
186.09522 30.27737 0 18.22138 18.60005 18.09741 0.7315049
183.80158 30.215001 0 17.4983 18.30351 16.77585 1.876994
193.52483 29.607707 0 22.0031 21.42076 22.82886 0.6556682
189.79097 29.739345 0 18.19428 18.51107 18.04099 0.7309231
186.11519 29.850199 0 16.77155 17.06525 16.77177 5.570498
193.2153 29.200455 0 16.5997 17.0395 16.36323 0.6073741
181.72755 29.391332 0 16.47869 17.10958 16.15083 0.7117483
181.97283 29.676631 0 16.06408 16.2879 15.97591 0.547963
208.76748 23.019766 0 19.16208 20.80567 17.12214 0.6394791
206.66365 26.405155 0 18.10823 18.48899 17.86432 0.8720408
209.09907 25.516951 0 17.95954 18.35031 17.84522 0.8253202
206.65762 26.995631 0 16.98056 17.71556 16.42225 1.365941
206.64261 27.029058 0 16.62605 17.20788 16.16767 2.139377
208.34928 25.082424 0 16.79418 17.67072 16.07044 1.359052
201.04122 26.036438 0 19.30848 19.57814 19.33943 0.5421053
208.66185 28.323054 0 17.69847 18.29801 17.12451 2.256425
208.27699 28.435118 0 17.11394 17.27595 17.08205 0.7632847
192.61368 30.288429 0 15.84107 16.83863 15.31054 0.7518013
201.2891 28.751237 0 17.36411 18.17382 16.88698 2.635469
193.52295 29.408066 0 17.78077 18.74301 16.89903 3.308533
190.76589 29.577968 0 17.65715 18.47354 16.82415 2.207196
188.45491 29.724228 0 17.7659 18.41959 17.17899 1.128727
209.09035 27.066135 0 17.01221 17.64272 16.52273 3.479705
207.78301 27.316532 0 15.98163 16.88772 15.18468 2.417583
207.75763 27.360385 0 17.22013 17.80779 16.80561 2.799305
209.08254 27.603001 0 17.24856 18.25544 16.61841 3.106581
185.2798 20.129181 0.03146164 16.77809 17.42544 16.23493 1.238289
184.91588 20.146627 0.03052947 16.37246 16.80072 15.9381 6.986655
188.40009 20.059575 0.03125008 16.8806 17.26199 16.60518 2.740906
188.1686 19.600265 0.03087461 16.81191 17.23338 16.62424 4.484148
188.47665 20.16656 0.03132081 17.24292 17.93009 16.52355 2.167654
189.23875 20.109213 0.03125308 17.33179 17.71107 17.18688 4.163609
202.74096 18.380661 0.03125753 17.00679 17.32696 16.74512 1.086305
202.19428 18.332844 0.03128441 16.00186 16.54465 15.50592 2.317196
189.49282 18.869314 0.03093492 16.81465 17.28181 16.48336 3.261536
199.89689 20.138405 0.03012289 15.47798 16.28237 14.7955 1.819322
199.12334 20.088315 0.03064593 17.71912 18.23013 17.49668 1.611419
198.72487 19.885694 0.03028138 17.25238 17.68604 16.75242 2.773798
182.04774 20.573805 0.03125868 17.63355 17.99627 17.16255 4.346554
182.53034 20.451832 0.03079771 16.22371 16.79235 15.68571 4.472856
186.32955 21.051126 0.03134907 16.74772 17.21126 16.27019 1.834702
184.78835 20.432329 0.03089036 15.41117 16.2372 14.70368 1.480299
184.99244 20.453558 0.03090648 16.15092 16.59939 15.70729 5.331174
185.2594 20.512275 0.03115246 17.43757 17.94062 16.98338 3.78136
188.12524 20.465551 0.03086228 17.31931 17.84438 16.77233 2.384055
186.53471 20.335714 0.03093301 14.21801 15.03323 13.55434 6.271306
184.95404 20.840797 0.0311825 14.73869 15.44784 14.15971 3.923092
188.24335 19.922401 0.03112537 16.94711 17.41312 16.55721 3.373404
187.35573 16.694528 0.031254 17.22569 17.55629 16.84999 2.314901
195.53984 16.490611 0.03090683 16.44429 16.9502 15.95461 1.870864
185.17565 17.10698 0.03057445 17.75899 18.22218 17.44147 1.498684
185.31893 17.191249 0.03083557 16.89274 17.29681 16.50206 3.065024
207.5963 24.18852 0.03065576 17.52592 18.03571 17.23884 3.06977
206.97522 24.301665 0.03037122 16.54087 16.92299 16.19329 2.970654
199.61962 25.22015 0.03012544 15.75715 16.11376 15.43258 5.002373
191.77779 25.286807 0.0315859 16.87169 17.25592 16.37854 3.472526
190.46345 17.856323 0.03113107 17.51405 18.38132 16.84594 1.65707
198.09193 17.551359 0.03050636 17.66231 18.15532 16.94584 0.9468309
184.07127 18.41306 0.02988668 15.41068 15.99795 14.88537 4.854739
184.17634 18.378209 0.03003442 15.07934 15.87813 14.39727 2.999966
184.45444 17.475222 0.02991209 16.34682 16.85811 16.04066 5.474799
184.47301 17.442113 0.03006646 13.39711 14.0458 12.91115 13.10336
204.62628 22.870764 0.0318675 17.71165 18.26305 17.11003 1.66696
185.05968 17.346697 0.03053488 13.90871 14.51562 13.29032 7.354579
185.06181 17.348091 0.03064989 21.06097 21.117 20.79785 0.4530879
185.14183 17.351939 0.03117517 15.83825 16.64736 15.02856 5.155576
202.95795 22.401418 0.03186446 18.38678 18.43685 18.10063 3.101392
202.32223 22.561151 0.03147921 17.52515 17.55226 17.32357 1.625437
200.29329 22.691561 0.03144895 14.60702 15.30744 14.00787 6.867658
195.2217 23.16426 0.03134085 17.61387 18.02392 17.2418 4.931459
208.03893 21.483993 0.03008697 17.54109 17.97641 17.26199 1.846539
184.06441 17.801214 0.02964865 14.92029 15.52316 14.53537 6.427597
184.08822 17.769235 0.03035074 15.36898 16.17093 14.71897 2.885044
200.62128 21.811493 0.0310667 16.23211 16.95583 15.63301 2.58012
200.54041 21.935038 0.03093053 17.20834 17.60251 17.17696 3.997679
200.57067 21.771118 0.03168361 15.65388 16.40112 14.97948 3.13656
200.58301 21.791224 0.0311677 15.64785 16.42397 15.07193 3.19325
184.07589 17.770269 0.02981568 15.91283 16.61729 15.23538 4.845736
184.20848 18.162054 0.03011361 17.20236 17.46369 16.96315 3.774268
203.12429 22.602093 0.0314525 15.309 15.81724 14.8691 7.066963
203.10666 22.558724 0.03135466 15.4227 16.24477 14.73533 2.194193
208.0954 24.467732 0.02962836 15.81587 16.24707 15.52004 5.902072
208.0954 24.467732 0.02961996 15.81587 16.24707 15.52004 5.902072
208.02734 24.369614 0.03055298 17.37819 17.79805 16.93361 3.502418
207.53965 24.434541 0.03019508 16.7313 17.01716 16.8719 5.778534
193.81994 25.956837 0.0316252 17.02847 17.45146 16.80527 4.796619
206.31384 23.316532 0.02969352 15.05213 15.48324 14.68957 5.527657
204.89067 23.123968 0.03159197 15.30073 15.70433 14.80667 5.533636
205.01221 23.142973 0.03167722 13.81426 14.48752 13.24677 4.920755
193.68872 24.20603 0.03081316 16.78583 16.99679 16.49656 1.583677
195.54739 28.172358 0.0298504 16.89746 17.24561 17.59323 6.421168
195.54739 28.172358 0.02988449 16.89746 17.24561 17.59323 6.421168
190.0251 28.617121 0.03087128 29.0018 19.82571 19.82891 -9999
190.02491 28.617817 0.03099251 15.18433 15.9951 14.55206 2.947887
202.9939 27.020712 0.03067961 15.5453 16.08582 15.15102 6.757053
189.93127 28.196793 0.03107305 15.53673 16.2697 14.92594 1.925733
189.96727 27.79166 0.0309507 17.5375 17.82792 17.16703 3.390531
185.55263 27.915634 0.03055573 17.61492 18.07694 17.33476 2.570912
189.014 26.987354 0.03135134 15.56986 16.25813 14.93184 3.150276
202.78777 27.314296 0.03042476 17.71951 18.21718 17.02143 5.698683
194.75863 28.115668 0.03141021 15.11759 15.51198 14.75199 4.277137
203.12235 26.913328 0.03037334 17.64419 17.99655 17.30556 0.9763735
194.26768 27.730046 0.02962751 15.95657 16.67585 15.54672 4.833916
194.26768 27.730046 0.02963925 15.95657 16.67585 15.54672 4.833916
201.88054 26.620618 0.03114682 16.64289 16.88865 16.42966 3.5948
193.39562 30.985048 0.02963075 18.11454 18.29259 17.97817 1.288192
192.62697 30.846684 0.03070296 21.84792 21.99771 22.08315 0.5291049
192.63089 30.846918 0.03075016 14.65306 15.1185 14.21097 7.04963
182.38179 31.148356 0.02994461 16.91819 17.26947 16.62573 2.318485
194.11966 29.137087 0.03163352 16.66809 17.00504 16.53945 3.811373
181.85649 29.146862 0.02943383 15.51561 16.2529 14.94345 4.456899
206.47069 26.77516 0.02987595 14.59657 15.12889 14.1039 8.326261
209.04787 24.580908 0.0301473 16.65063 17.07922 16.3433 4.736759
208.3883 24.875232 0.0303522 14.06488 14.93996 13.35841 4.455013
208.26005 24.819253 0.02953439 16.75343 17.50565 16.11353 1.702041
208.156 24.748856 0.03027922 13.28179 14.12885 12.58898 7.398351
207.91601 24.919795 0.0301549 17.55258 18.06505 16.99221 2.61649
207.65345 24.960593 0.02983696 16.48099 17.21212 15.89893 1.766341
207.58873 24.980894 0.03061789 17.55387 17.94467 17.48398 4.194552
207.58388 24.935942 0.03030945 15.9525 16.60345 15.38441 3.322943
207.14246 24.891465 0.02971591 16.31749 16.97807 15.64834 5.022749
209.31727 25.314517 0.03029336 17.61666 18.09663 17.30672 3.402189
209.10426 25.212296 0.03168126 17.79553 18.4182 17.48412 2.975604
200.8832 26.547193 0.03014908 15.9773 16.29821 15.81765 5.560655
186.91841 30.931427 0.03035275 14.83932 15.25544 14.36454 5.466323
186.36705 29.163601 0.03039843 15.45077 16.23685 14.87311 2.858994
195.73887 28.375619 0.02951606 17.11407 17.89993 17.22603 5.945433
195.43285 29.926833 0.03071232 15.28234 15.8837 14.74695 2.294806
187.43882 33.4646 0.03061474 16.71463 17.01316 16.48178 2.895688
187.35581 33.479884 0.03100531 17.28968 17.78407 17.42137 6.078147
187.38193 33.426623 0.03096749 15.85798 16.48596 15.30447 2.791165
187.38193 33.426623 0.03095856 15.85798 16.48596 15.30447 2.791165
185.5718 33.393593 0.03070252 16.96365 17.24511 16.44581 3.496696
185.59713 33.39227 0.03079011 15.68615 16.07659 15.29298 2.397973
185.98171 32.956071 0.03036989 16.02755 16.78056 15.50226 6.711759
192.62429 31.607091 0.02975442 15.47456 15.90544 15.03744 3.383506
193.46739 31.107093 0.02986615 14.94644 15.3059 14.66834 6.670388
192.77216 31.152609 0.02988348 17.44052 17.70149 17.17837 1.91736
192.71383 31.040073 0.02945016 15.9355 16.29378 15.61866 4.832285
208.22806 27.735486 0 18.89822 19.39918 18.6384 0.5881562
205.16196 28.441318 0 18.489 18.78885 18.2917 0.6521429
205.10556 28.447594 0 18.66949 19.22504 18.42029 0.683456
195.27461 28.991362 0 18.96049 19.3705 18.74269 0.6262108
195.16241 29.007982 0 18.34785 18.697 18.23104 0.588351
206.66899 27.243947 0 16.65209 17.03247 16.28044 6.549308
195.1304 28.705517 0 18.3208 18.72413 18.06023 0.6430457
202.16987 32.288182 0 17.49812 18.57165 16.81337 1.732072
195.14563 31.340505 0 17.28602 17.94384 16.63367 1.915829
184.12955 31.832771 0 17.65514 18.75065 16.91323 1.920735
207.20618 29.419453 0 18.07238 18.39726 17.67716 1.002187
193.47913 33.440133 0 17.00828 18.0326 16.26233 1.544042
188.06506 33.589644 0 17.45755 18.53573 16.67973 2.160665
197.94922 31.706638 0 16.54691 16.75368 16.53554 9.506268
189.28598 32.253686 0 17.65698 18.61415 16.93774 1.952073
194.5248 31.693691 0 17.42786 18.34935 16.73476 3.12618
195.1023 31.169457 0 17.57842 18.64348 16.68745 2.378368
195.03536 31.14093 0 17.53238 18.71434 16.78709 1.650696
195.03391 31.099998 0 16.40569 17.00214 15.97723 1.060285
187.19651 35.559871 0 17.12982 18.21934 16.44373 1.399723
207.26513 33.039072 0 17.39413 17.71919 17.28096 0.5610313
205.48009 32.97411 0 17.34844 17.86484 16.62962 1.956115
205.56501 32.496306 0 17.45293 18.58774 16.76052 1.782698
207.69007 31.760732 0 17.60287 18.48499 16.92652 1.194479
202.25089 32.696546 0 19.19798 19.60373 19.05037 0.598234
188.06303 33.822753 0 17.06678 17.49738 16.61858 4.301537
204.82618 34.448626 0 16.1921 17.11986 15.46061 1.982089
192.30286 35.850865 0 17.82404 19.19115 17.02727 2.083781
192.36506 35.932625 0 17.64465 19.03754 16.84891 1.899703
189.42326 36.027976 0 20.40004 22.12823 19.31263 0.7777197
186.77714 36.224407 0 17.41954 18.08694 16.83179 2.127317
205.53847 33.168043 0 17.44996 17.93373 16.99173 2.307532
205.57995 32.630145 0 17.34146 18.21408 16.65252 1.964364
189.05745 34.335193 0 18.42177 18.65619 18.4014 0.6512085
180.30623 33.906488 0 17.46378 18.48077 16.72649 1.480238
200.25719 36.840308 0 15.57767 16.21184 14.99054 3.474365
196.96358 37.255339 0 16.86757 17.93806 16.14772 2.587823
196.92731 37.174928 0 19.39604 19.51664 19.06334 0.639183
197.44452 38.112212 0 20.94817 22.64557 17.86768 0.6327708
184.64218 36.489453 0 16.99753 17.43914 16.62214 3.399739
186.67384 37.090946 0 17.24366 17.68616 17.00125 0.6562058
188.26794 40.674135 0 17.10874 18.18525 16.34245 1.538538
185.13445 39.918796 0 20.79072 22.69095 19.76777 1.348061
180.50555 39.784016 0 17.39884 17.67837 17.25134 0.6510376
184.07216 36.395775 0 17.68929 18.58909 16.92459 1.943048
199.71283 39.433202 0 19.04268 19.58359 18.7388 0.5120045
198.89606 38.965365 0 17.4652 18.30577 16.74595 1.402197
198.8359 39.082898 0 17.73994 18.63139 16.89223 2.481222
201.11269 37.870419 0 17.29303 18.15004 16.87015 0.6703602
192.02026 38.744534 0 16.6569 17.48082 15.96292 2.563877
202.53407 39.145984 0 16.56874 17.38946 15.92843 1.690837
200.64897 39.502541 0 18.54729 18.47485 18.70076 0.7137213
205.91724 38.159969 0 17.45683 18.57712 16.64981 1.985152
205.88578 38.290618 0 17.30741 18.48065 16.60099 2.362172
198.86798 39.18986 0 18.3589 18.58071 18.43191 0.670286
186.66318 40.093225 0 17.68267 18.48882 16.9887 1.95385
198.89351 38.936302 0 17.07392 17.88381 16.55734 3.220118
196.15766 39.217161 0 18.13477 19.40706 17.31192 0.6727523
196.11501 39.142658 0 18.25323 18.82524 17.95225 0.7000223
184.76546 39.68077 0 17.38294 18.38107 16.64477 1.489924
184.72297 39.656844 0 17.48748 18.33662 16.77177 1.883533
196.36622 38.604408 0 14.16128 14.62893 13.98739 0.7006207
186.11305 38.879341 0 18.99562 19.32938 18.77747 0.7245322
206.53289 41.227087 0 20.87184 22.57304 19.26158 1.203976
207.5529 40.479588 0 17.41458 17.92962 17.07486 0.75805
199.99706 40.506384 0 16.89385 17.81621 16.37781 0.6732088
199.42851 16.118099 0 17.62023 18.33396 17.08404 2.192086
183.80173 16.978215 0 17.30551 17.65744 16.90037 2.837428
197.59994 16.587537 0 16.59504 17.13192 16.29053 0.5058259
203.25581 16.416517 0 20.39311 21.14371 20.16677 0.5327255
185.75109 17.3161 0 15.92202 16.86922 15.25012 3.022128
185.76528 17.335126 0 16.81172 17.70719 16.1063 2.373571
194.95835 17.129404 0 17.02857 17.62075 16.42904 2.610364
197.0586 16.967579 0 17.79106 18.58566 17.05924 1.777956
197.55984 16.966124 0 17.03051 17.40301 16.88176 0.483999
197.60001 16.95334 0 17.74825 18.34317 17.41322 0.4820297
197.32744 18.207346 0 19.123 19.56441 18.91831 0.613101
193.4759 20.123733 0 17.78833 18.44099 17.08223 1.590885
181.79765 23.311619 0 17.89771 19.15593 16.92872 2.519123
207.99853 20.373988 0 15.58372 16.27463 15.04564 7.095021
203.78631 20.977824 0 18.53239 18.57628 18.10485 0.4841216
194.91809 21.596998 0 18.55149 19.7803 17.61898 3.528227
194.8272 21.685396 0 17.10546 17.92095 16.51118 1.5062
209.62139 23.367216 0 17.36127 18.19939 16.60028 2.56132
207.13399 23.706099 0 16.93266 18.49766 14.26046 0.622333
190.37099 31.185672 0.03073211 15.91147 16.37087 15.46611 2.567192
184.45382 33.710187 0.03012186 17.77761 18.06896 17.55886 1.462719
180.03346 33.140909 0.03186461 15.74595 16.24988 15.19835 6.363317
188.25218 32.867793 0.03044507 16.46179 16.79998 16.29668 5.160421
187.50249 32.879585 0.0307343 16.05646 16.53111 15.56421 2.557469
187.50249 32.879585 0.03077069 16.05646 16.53111 15.56421 2.557469
185.08783 32.847632 0.0304254 16.84224 17.27254 16.50976 5.471642
209.04318 30.09748 0.03110482 15.00879 15.78698 14.70677 8.335827
209.03292 30.081348 0.0310622 15.03406 15.69605 14.36709 6.85083
209.58288 29.466487 0.03131583 17.52169 17.81456 16.98103 2.993656
193.0964 31.697393 0.03077952 16.51631 16.85402 16.15787 3.063322
185.74094 38.715891 0.02956586 22.08395 21.81592 20.89042 0.7254475
191.23311 37.584507 0.03097805 17.7411 18.21906 17.20335 2.776606
191.23311 37.584507 0.0309702 17.7411 18.21906 17.20335 2.776606
193.24364 19.915896 0.02958004 17.79548 18.07994 17.53823 3.537007
199.0641 20.047679 0.03038305 14.37266 15.22476 13.60568 3.279924
199.36958 20.025071 0.03090629 17.76089 18.17741 17.65968 3.766814
181.55009 20.985427 0.03077915 15.44772 15.933 14.98117 3.918434
185.3212 16.744043 0.03089446 16.94172 17.31441 16.48255 3.06961
185.85715 16.718971 0.03051214 17.12523 17.5116 16.67006 5.342411
202.65157 16.84014 0.03040752 17.05687 17.42521 16.94092 2.500986
185.36504 18.106708 0.03073555 17.19737 17.69298 17.23581 6.55268
183.50898 16.56799 0.03015823 16.22193 16.55964 15.8555 2.81977
197.26664 16.63036 0.03114343 16.81458 17.19584 16.71584 5.448272
202.32624 16.62108 0.02963003 15.67678 16.09622 15.41748 5.650163
202.54873 16.653325 0.03015912 16.98199 17.29718 17.12639 5.314193
196.89574 17.782995 0.03128269 17.40122 17.6771 17.15311 1.490199
196.936 17.801047 0.03184951 15.6801 16.18663 15.20007 2.877917
196.91218 17.793456 0.03148365 16.38447 17.16234 15.75275 1.379984
209.75718 24.731093 0.03027045 15.22574 16.02234 14.55949 3.642922
209.35667 19.2092 0.0307463 15.59573 16.44034 14.83304 2.179452
208.08182 13.575796 0.03684952 14.38488 14.91693 13.84064 9.249427
205.84411 13.25114 0.03526257 15.35624 16.13302 14.68735 3.451113
192.74918 15.804795 0.03577403 16.0364 16.70431 15.31451 4.306036
196.10447 15.255156 0.03540617 17.08719 17.25546 16.97604 2.999821
196.10481 15.256556 0.03580846 18.32408 18.02211 18.11332 1.524996
195.77324 15.293998 0.0354036 17.55497 17.75607 17.40979 5.034822
193.8734 14.972751 0.03610649 15.28901 16.08167 14.61097 3.151777
193.84907 14.983945 0.03530776 15.86633 16.49195 15.66819 6.101325
196.93809 13.538047 0.03497809 15.54595 16.21583 14.99358 1.487952
195.86357 40.424414 0.03509234 17.26714 17.72548 16.73504 1.612572
195.219 40.584567 0.03502947 14.28808 15.0301 13.54055 10.49442
201.68823 39.238477 0.03501284 15.62223 16.08526 15.24887 5.668638
194.13196 40.243796 0.03531048 16.83777 17.24547 16.5548 5.079626
193.6999 40.19027 0.03500636 17.31016 17.55109 17.01815 3.315559
193.66367 40.195293 0.03489393 17.74561 17.85382 17.34331 3.409203
195.40915 39.702702 0.03543348 15.04758 15.89115 14.28113 2.872109
195.35163 39.707828 0.03591627 16.94873 17.69105 16.26211 2.6241
195.3504 39.733757 0.03646529 17.06556 17.79826 16.3819 2.784239
199.33957 27.097287 0.03466218 17.45873 17.89282 17.30084 3.438773
195.29579 39.744472 0.0369751 14.28942 15.15436 13.60283 6.212318
195.18453 39.754133 0.03696638 15.26497 15.71828 14.71801 7.683298
194.9531 39.634041 0.03545089 17.67742 17.95424 17.80583 4.404219
186.8868 40.194334 0.03660202 16.16709 16.9322 15.49416 1.583489
186.8566 40.053251 0.03694702 17.23341 17.52909 16.93539 1.746675
186.90856 40.160481 0.03691455 14.15057 14.86617 13.68087 5.72114
181.95072 40.132302 0.03621251 16.91478 17.28679 17.07049 5.410162
199.61903 27.913871 0.03450379 17.66193 18.00448 17.51714 4.334149
206.83567 37.499378 0.0347341 17.50617 18.21756 16.80226 2.27719
202.48879 38.403853 0.03500826 14.36892 14.93059 13.8512 8.201579
195.21546 39.131108 0.03611049 16.84173 17.18665 17.0755 5.116378
195.17993 39.228205 0.03537525 15.97367 16.75998 15.3269 3.454812
194.773 39.216769 0.03652313 15.92419 16.67381 15.30149 3.771195
190.44669 39.487324 0.03628871 17.28496 17.83626 16.75215 1.700722
187.11218 39.566928 0.03576979 17.19449 17.67477 16.72389 2.678062
194.94296 38.852854 0.03458792 17.30402 18.02201 16.69646 1.949707
194.88793 38.892546 0.03515141 17.34474 18.08909 16.68366 2.569907
182.33659 26.212363 0.03671109 15.49997 15.89742 15.17798 5.636099
194.86661 38.850185 0.03502694 15.91223 16.66992 15.28113 2.425479
194.84488 38.824362 0.03509609 15.00043 15.79324 14.32273 3.720107
194.82958 38.886003 0.03606398 16.85508 17.31609 16.25726 4.322043
194.92819 38.811307 0.03595955 14.48517 15.31121 13.80132 4.058967
194.81537 38.882747 0.03444787 14.10978 15.01134 13.32347 4.313309
186.09975 39.315215 0.03641019 17.00642 17.32329 16.80258 4.809693
185.01526 39.32832 0.03668678 16.3278 16.76224 15.88356 3.404092
181.64926 39.254299 0.03680146 15.54814 16.45469 14.74299 2.310123
198.00586 22.332347 0.03558881 16.57103 17.01678 16.23977 3.067266
181.63849 39.23767 0.03659843 13.70217 14.54912 13.04299 6.306961
180.74398 39.115017 0.03690032 15.53295 16.3469 14.88116 2.179782
180.73246 39.245276 0.03690584 17.02815 17.69681 16.55377 3.055677
195.98651 38.412183 0.03637751 17.43115 17.71969 17.12168 1.929799
197.49032 43.037174 0.03659791 16.85617 17.55338 16.23802 4.420078
202.80246 41.796148 0.03488235 16.56054 17.11164 16.02239 5.161553
202.79608 41.775246 0.03498036 16.01253 16.29226 15.6641 1.955042
194.48045 42.937272 0.03524642 16.84843 17.55754 16.3448 2.462262
204.28248 40.7908 0.03603644 17.51691 18.02798 17.04744 3.03286
196.66873 41.878678 0.03598928 16.93181 17.2285 16.53746 3.146483
195.94508 41.969873 0.03624637 15.66645 16.46731 15.00686 2.412586
205.57839 40.079338 0.0351724 16.86925 17.28247 16.42245 1.954997
203.95871 40.271694 0.03487712 14.69435 15.10322 14.18509 9.369108
180.92535 41.989939 0.03676911 15.66827 16.40605 14.91439 3.103335
201.99609 40.327683 0.03461763 16.77649 17.29712 16.48088 3.731903
196.93907 42.926175 0.03570212 17.76763 18.17965 17.46696 1.618284
196.91661 42.48234 0.03603308 15.68735 16.26989 14.91824 6.149687
189.87953 42.86166 0.03513682 15.89236 16.56676 15.33992 3.244556
196.22033 41.996797 0.03589493 17.42703 17.82837 16.94413 1.616043
196.15319 42.087326 0.03639305 17.75026 17.99951 17.92507 3.921441
190.80805 41.933619 0.03515939 16.63872 17.15804 16.06652 3.370646
190.80733 41.959728 0.03502147 17.51297 17.90092 17.03427 2.698535
195.98174 41.291734 0.03563509 16.94588 17.44895 16.55075 3.531733
189.70969 41.675766 0.03453296 15.84761 16.28815 15.46512 4.072274
200.30367 40.26576 0.03505439 15.77005 16.31957 15.24527 1.807672
199.20107 42.873693 0.03466979 16.79097 17.10614 16.59675 3.27886
197.84432 34.418048 0.03674847 13.5601 14.44958 13.14383 9.647637
197.85841 34.407701 0.03644663 16.09735 16.92054 15.50782 1.390568
198.83263 34.271129 0.03671918 17.46219 17.91739 17.1373 3.55339
202.08363 33.922503 0.03493418 17.68274 18.26123 17.51583 2.365074
202.48958 33.74596 0.03535279 16.23449 16.68408 15.76436 3.127147
208.37281 32.815473 0.03518731 16.81694 17.2485 16.64237 3.243695
